id,user_id,goal,daily_calorie_target,dietary_restrictions,meal_timings
b1a1e1c1-0001-0001-0001-000000000001,3878f9c3-762a-42fe-955f-c6738fde3fe2,weight_loss,1500,seafood,{"breakfast":"07:00","lunch":"12:00","dinner":"19:00"}
b1a1e1c1-0001-0001-0001-000000000002,3878f9c3-762a-42fe-955f-c6738fde3fe2,maintenance,2000,dairy,{"breakfast":"06:30","lunch":"12:30","dinner":"18:30"}
b1a1e1c1-0001-0001-0001-000000000003,3878f9c3-762a-42fe-955f-c6738fde3fe2,muscle_gain,2500,gluten,{"breakfast":"08:00","lunch":"13:00","dinner":"20:00"}
b1a1e1c1-0001-0001-0001-000000000004,3878f9c3-762a-42fe-955f-c6738fde3fe2,weight_loss,1400,egg,{"breakfast":"07:15","lunch":"12:15","dinner":"19:15"}
b1a1e1c1-0001-0001-0001-000000000005,3878f9c3-762a-42fe-955f-c6738fde3fe2,maintenance,1800,peanut,{"breakfast":"06:45","lunch":"12:45","dinner":"18:45"}
b1a1e1c1-0001-0001-0001-000000000006,3878f9c3-762a-42fe-955f-c6738fde3fe2,muscle_gain,2700,soy,{"breakfast":"08:15","lunch":"13:15","dinner":"20:15"}
b1a1e1c1-0001-0001-0001-000000000007,3878f9c3-762a-42fe-955f-c6738fde3fe2,weight_loss,1600,fish,{"breakfast":"07:30","lunch":"12:30","dinner":"19:30"}
b1a1e1c1-0001-0001-0001-000000000008,3878f9c3-762a-42fe-955f-c6738fde3fe2,maintenance,2100,shrimp,{"breakfast":"06:00","lunch":"12:00","dinner":"18:00"}
b1a1e1c1-0001-0001-0001-000000000009,3878f9c3-762a-42fe-955f-c6738fde3fe2,muscle_gain,2600,beef,{"breakfast":"08:30","lunch":"13:30","dinner":"20:30"}
b1a1e1c1-0001-0001-0001-000000000010,3878f9c3-762a-42fe-955f-c6738fde3fe2,weight_loss,1550,gluten,{"breakfast":"07:45","lunch":"12:45","dinner":"19:45"}
b1a1e1c1-0001-0001-0001-000000000011,11111111-1111-1111-1111-111111111121,maintenance,2200,egg,"{""breakfast"":""06:15"",""lunch"":""12:15"",""dinner"":""18:15""}"
b1a1e1c1-0001-0001-0001-000000000012,11111111-1111-1111-1111-111111111122,muscle_gain,2800,peanut,"{""breakfast"":""08:45"",""lunch"":""13:45"",""dinner"":""20:45""}"
b1a1e1c1-0001-0001-0001-000000000013,11111111-1111-1111-1111-111111111123,weight_loss,1450,soy,"{""breakfast"":""07:00"",""lunch"":""12:00"",""dinner"":""19:00""}"
b1a1e1c1-0001-0001-0001-000000000014,11111111-1111-1111-1111-111111111124,maintenance,1900,fish,"{""breakfast"":""06:30"",""lunch"":""12:30"",""dinner"":""18:30""}"
b1a1e1c1-0001-0001-0001-000000000015,11111111-1111-1111-1111-111111111125,muscle_gain,2550,shrimp,"{""breakfast"":""08:00"",""lunch"":""13:00"",""dinner"":""20:00""}"
b1a1e1c1-0001-0001-0001-000000000016,11111111-1111-1111-1111-111111111126,weight_loss,1650,beef,"{""breakfast"":""07:15"",""lunch"":""12:15"",""dinner"":""19:15""}"
b1a1e1c1-0001-0001-0001-000000000017,11111111-1111-1111-1111-111111111127,maintenance,2300,gluten,"{""breakfast"":""06:45"",""lunch"":""12:45"",""dinner"":""18:45""}"
b1a1e1c1-0001-0001-0001-000000000018,11111111-1111-1111-1111-111111111128,muscle_gain,2750,egg,"{""breakfast"":""08:15"",""lunch"":""13:15"",""dinner"":""20:15""}"
b1a1e1c1-0001-0001-0001-000000000019,11111111-1111-1111-1111-111111111129,weight_loss,1700,peanut,"{""breakfast"":""07:30"",""lunch"":""12:30"",""dinner"":""19:30""}"
b1a1e1c1-0001-0001-0001-000000000020,11111111-1111-1111-1111-111111111130,maintenance,2400,soy,"{""breakfast"":""06:00"",""lunch"":""12:00"",""dinner"":""18:00""}"
b1a1e1c1-0001-0001-0001-000000000021,11111111-1111-1111-1111-111111111131,muscle_gain,2900,fish,"{""breakfast"":""08:30"",""lunch"":""13:30"",""dinner"":""20:30""}"
b1a1e1c1-0001-0001-0001-000000000022,11111111-1111-1111-1111-111111111132,weight_loss,1750,shrimp,"{""breakfast"":""07:45"",""lunch"":""12:45"",""dinner"":""19:45""}"
b1a1e1c1-0001-0001-0001-000000000023,11111111-1111-1111-1111-111111111133,maintenance,2500,beef,"{""breakfast"":""06:15"",""lunch"":""12:15"",""dinner"":""18:15""}"
b1a1e1c1-0001-0001-0001-000000000024,11111111-1111-1111-1111-111111111134,muscle_gain,2950,gluten,"{""breakfast"":""08:45"",""lunch"":""13:45"",""dinner"":""20:45""}"
b1a1e1c1-0001-0001-0001-000000000025,11111111-1111-1111-1111-111111111135,weight_loss,1800,egg,"{""breakfast"":""07:00"",""lunch"":""12:00"",""dinner"":""19:00""}"
b1a1e1c1-0001-0001-0001-000000000026,11111111-1111-1111-1111-111111111136,maintenance,2600,peanut,"{""breakfast"":""06:30"",""lunch"":""12:30"",""dinner"":""18:30""}"
b1a1e1c1-0001-0001-0001-000000000027,11111111-1111-1111-1111-111111111137,muscle_gain,3000,soy,"{""breakfast"":""08:00"",""lunch"":""13:00"",""dinner"":""20:00""}"
b1a1e1c1-0001-0001-0001-000000000028,11111111-1111-1111-1111-111111111138,weight_loss,1850,fish,"{""breakfast"":""07:15"",""lunch"":""12:15"",""dinner"":""19:15""}"
b1a1e1c1-0001-0001-0001-000000000029,11111111-1111-1111-1111-111111111139,maintenance,2700,shrimp,"{""breakfast"":""06:45"",""lunch"":""12:45"",""dinner"":""18:45""}"
b1a1e1c1-0001-0001-0001-000000000030,11111111-1111-1111-1111-111111111140,muscle_gain,3100,beef,"{""breakfast"":""08:15"",""lunch"":""13:15"",""dinner"":""20:15""}"
b1a1e1c1-0001-0001-0001-000000000031,11111111-1111-1111-1111-111111111141,weight_loss,1900,gluten,"{""breakfast"":""07:30"",""lunch"":""12:30"",""dinner"":""19:30""}"
b1a1e1c1-0001-0001-0001-000000000032,11111111-1111-1111-1111-111111111142,maintenance,2800,egg,"{""breakfast"":""06:00"",""lunch"":""12:00"",""dinner"":""18:00""}"
b1a1e1c1-0001-0001-0001-000000000033,11111111-1111-1111-1111-111111111143,muscle_gain,3200,peanut,"{""breakfast"":""08:30"",""lunch"":""13:30"",""dinner"":""20:30""}"
b1a1e1c1-0001-0001-0001-000000000034,11111111-1111-1111-1111-111111111144,weight_loss,1950,soy,"{""breakfast"":""07:45"",""lunch"":""12:45"",""dinner"":""19:45""}"
b1a1e1c1-0001-0001-0001-000000000035,11111111-1111-1111-1111-111111111145,maintenance,2900,fish,"{""breakfast"":""06:15"",""lunch"":""12:15"",""dinner"":""18:15""}"
b1a1e1c1-0001-0001-0001-000000000036,11111111-1111-1111-1111-111111111146,muscle_gain,3300,shrimp,"{""breakfast"":""08:45"",""lunch"":""13:45"",""dinner"":""20:45""}"
b1a1e1c1-0001-0001-0001-000000000037,11111111-1111-1111-1111-111111111147,weight_loss,2000,beef,"{""breakfast"":""07:00"",""lunch"":""12:00"",""dinner"":""19:00""}"
b1a1e1c1-0001-0001-0001-000000000038,11111111-1111-1111-1111-111111111148,maintenance,3000,gluten,"{""breakfast"":""06:30"",""lunch"":""12:30"",""dinner"":""18:30""}"
b1a1e1c1-0001-0001-0001-000000000039,11111111-1111-1111-1111-111111111149,muscle_gain,3400,egg,"{""breakfast"":""08:00"",""lunch"":""13:00"",""dinner"":""20:00""}"
b1a1e1c1-0001-0001-0001-000000000040,11111111-1111-1111-1111-111111111150,weight_loss,2050,peanut,"{""breakfast"":""07:15"",""lunch"":""12:15"",""dinner"":""19:15""}"
b1a1e1c1-0001-0001-0001-000000000041,11111111-1111-1111-1111-111111111151,maintenance,3100,soy,"{""breakfast"":""06:45"",""lunch"":""12:45"",""dinner"":""18:45""}"
b1a1e1c1-0001-0001-0001-000000000042,11111111-1111-1111-1111-111111111152,muscle_gain,3500,fish,"{""breakfast"":""08:15"",""lunch"":""13:15"",""dinner"":""20:15""}"
b1a1e1c1-0001-0001-0001-000000000043,11111111-1111-1111-1111-111111111153,weight_loss,2100,shrimp,"{""breakfast"":""07:30"",""lunch"":""12:30"",""dinner"":""19:30""}"
b1a1e1c1-0001-0001-0001-000000000044,11111111-1111-1111-1111-111111111154,maintenance,3200,beef,"{""breakfast"":""06:00"",""lunch"":""12:00"",""dinner"":""18:00""}"
b1a1e1c1-0001-0001-0001-000000000045,11111111-1111-1111-1111-111111111155,muscle_gain,3600,gluten,"{""breakfast"":""08:30"",""lunch"":""13:30"",""dinner"":""20:30""}"
b1a1e1c1-0001-0001-0001-000000000046,11111111-1111-1111-1111-111111111156,weight_loss,2150,egg,"{""breakfast"":""07:45"",""lunch"":""12:45"",""dinner"":""19:45""}"
b1a1e1c1-0001-0001-0001-000000000047,11111111-1111-1111-1111-111111111157,maintenance,3300,peanut,"{""breakfast"":""06:15"",""lunch"":""12:15"",""dinner"":""18:15""}"
b1a1e1c1-0001-0001-0001-000000000048,11111111-1111-1111-1111-111111111158,muscle_gain,3700,soy,"{""breakfast"":""08:45"",""lunch"":""13:45"",""dinner"":""20:45""}"
b1a1e1c1-0001-0001-0001-000000000049,11111111-1111-1111-1111-111111111159,weight_loss,2200,fish,"{""breakfast"":""07:00"",""lunch"":""12:00"",""dinner"":""19:00""}"
b1a1e1c1-0001-0001-0001-000000000050,11111111-1111-1111-1111-111111111160,maintenance,3400,shrimp,"{""breakfast"":""06:30"",""lunch"":""12:30"",""dinner"":""18:30""}"
